time,x,y,z,q,x,y,z
1592167836.939493,0.6416966327270963,0.007404108221697219,0.005531000000000001,0.5304661040189002,0.3263618095613306,-0.40464370554243045,-0.66959494799055
1592167836.949493,0.6416947721569614,0.0074012788597301316,0.005531000000000001,0.5305210719728336,0.32638793254296855,-0.4046315577194603,-0.6695464857466267
1592167836.959493,0.6416937990209929,0.007396498881689584,0.005531000000000001,0.5305720089464834,0.32643934600751806,-0.4046038292328618,-0.6694968225229992
1592167836.969493,0.6416908250451012,0.0073897692720196785,0.005531000000000001,0.530638691915813,0.3265018458238426,-0.40463788423381797,-0.6693930776243345
1592167836.979493,0.6416870694113237,0.0073818733684546806,0.0055320000000000005,0.5307095763681352,0.3265889562627711,-0.4046912313944762,-0.6692618472637296
1592167836.989493,0.6416831214595404,0.007372221831110311,0.005533755633777938,0.5307837591537852,0.32670258239289834,-0.40472955633777935,-0.6691243500017664
1592167836.999493,0.6416781702696113,0.007361612627544728,0.005534731228742545,0.530856711607187,0.32685815444311633,-0.4047295375425149,-0.6689908890730516
1592167837.0094929,0.6416708352374334,0.007347705648258523,0.00553739874483144,0.530980452931179,0.3270289435174148,-0.40466183514471965,-0.6688497433033154
1592167837.0194929,0.6416565888916416,0.00732392694090872,0.005542014611818257,0.531146452966366,0.3272335552490937,-0.4045738246581809,-0.6686714739745427
1592167837.0294929,0.6416280134865896,0.007281862165962841,0.00555087308016892,0.5313693981434628,0.32745429749648647,-0.4045451641068919,-0.6684040088888852
1592167837.0394928,0.6415829065172627,0.007216220429876213,0.005569433871037137,0.5316202946243961,0.32769539207066156,-0.4046443201617414,-0.6680258098105846
1592167837.0494928,0.6415230483773282,0.0071237332776310225,0.005597495442311836,0.5318466877007494,0.32800251521398527,-0.4048499635384947,-0.6675700075744555
1592167837.0594928,0.6414573397318739,0.007018925625094541,0.005629079056575233,0.5320407720163436,0.3283397068275073,-0.4051305487143569,-0.6670793025358323
1592167837.0694928,0.6413924111314008,0.006921243956187619,0.005659534448116812,0.5322112066887009,0.3287188677490389,-0.40542380257955396,-0.6665783035841664
1592167837.0794928,0.6413323516679164,0.006841172097623315,0.00568309368639334,0.5323823712834581,0.32908923319827676,-0.4056961617112774,-0.6660932421579205
1592167837.0894928,0.6412735307830598,0.006779870603828061,0.005698403917526058,0.5325879489543492,0.3293997018851305,-0.40590344309278664,-0.6656482863917443
1592167837.0994928,0.6412087118714684,0.006728566989440646,0.005709286602111872,0.532826908975331,0.32960226850703195,-0.40604292707041095,-0.6652722250035503
1592167837.1094928,0.6411235185658606,0.006675241830056293,0.005719126361657284,0.5331053424837073,0.3296723790849719,-0.4061769185185391,-0.6649325773419951
1592167837.1194928,0.6410020883585894,0.006609429319300458,0.005731193985784521,0.5334192902405674,0.32971237293603034,-0.4062911751913611,-0.6645911165254249
1592167837.1294928,0.6408451622291313,0.006527831690731189,0.005748732241145393,0.5336341114809341,0.329808407653956,-0.4062777120183876,-0.6643793530013568
1592167837.1394928,0.6406598711264864,0.00642851519965057,0.005772555200094761,0.5337831792003612,0.32994849760063966,-0.40617666719985784,-0.6642514463994789
1592167837.1494927,0.640441770443495,0.006301196511275316,0.005808423517950615,0.5338110141497383,0.33025594340104686,-0.40625021993180616,-0.6640313565502433
1592167837.1594927,0.6401899017802097,0.006161929678345755,0.005848607883991629,0.5336140708655438,0.33074792007230475,-0.40651350185762075,-0.6637828460354089
1592167837.1694927,0.6399015626240863,0.006037821643108492,0.005879675161677643,0.5332608279951973,0.3311980254850329,-0.40678001913294415,-0.6636798853556908
1592167837.1794927,0.6395208156602049,0.0059367538959966305,0.005893000000000001,0.5329713256738307,0.33117879655322374,-0.4069546989345695,-0.663814850699705
1592167837.1894927,0.6390457030246104,0.005881311556151368,0.005881623112302734,0.5326030552366706,0.33093811051407607,-0.407035,-0.6641807638702698
1592167837.1994927,0.638494013127054,0.005885700627453746,0.005841634090192067,0.5322455800117427,0.3304770103372123,-0.40699756339999293,-0.6647195447569058
1592167837.2094927,0.6378664654952515,0.005937813357214383,0.0057758806766164406,0.5319461830805956,0.3298177843263637,-0.4068647016915411,-0.6653677791641832
1592167837.2194927,0.63717353094704,0.006014824441083939,0.005695667723012492,0.531752032928133,0.3290756443019919,-0.4066481457998205,-0.6660231989799367
1592167837.2294927,0.6364292681287709,0.0060911289808925385,0.005619669149372456,0.5316539158619249,0.32835589336345955,-0.40642971399218986,-0.6665891701767079
1592167837.2394927,0.6356525934336458,0.006140599287649887,0.00556042686991905,0.531448486308558,0.32775792030197826,-0.4062592056988009,-0.6671508775609714
1592167837.2494926,0.6348534424589367,0.0061410222630431215,0.0055245600183694045,0.5311831292174971,0.32735861808597555,-0.40616390222630433,-0.6676169240301123
1592167837.2594926,0.6340319389255721,0.00608794831398558,0.005513045725478888,0.5308456789422451,0.32709066800057673,-0.40619864611723994,-0.6679945894500927
1592167837.2694926,0.6331875953835862,0.005983547832694447,0.005521936086185649,0.5304638169784366,0.32691767566032315,-0.40636907781496434,-0.6682787947680722
1592167837.2794926,0.6323345968314666,0.005837746353272687,0.005548471855139868,0.5300494996570139,0.3268525985641748,-0.4066417185513987,-0.6684739719694686
