time,x,y,z,q,x,y,z
1592167934.2394001,0.6470336327270962,-0.013245999999999997,-0.001121,0.5529810039440995,0.3514560019720498,-0.4035179625310534,-0.6386420197204983
1592167934.2494001,0.6470326327270963,-0.013247972989866696,-0.00112,0.5529771080405332,0.35146089195946684,-0.4036009466048012,-0.638590621233066
1592167934.2594001,0.6470297387955797,-0.01325089393151661,-0.0011180530342416945,0.5529768939315166,0.35146221213696677,-0.40369840132215695,-0.6385285910272508
1592167934.2694001,0.6470258018728305,-0.01325766170853145,-0.0011151691457342758,0.5529863234170629,0.3514779851255943,-0.40382823417062896,-0.6384294126634968
1592167934.2794,0.6470171882593013,-0.013270111148471975,-0.0011093333193230104,0.553009555616267,0.35151444455185693,-0.4039871115267507,-0.6382888885152802
1592167934.2894,0.6470046288096196,-0.013292150132456802,-0.0010988537850199374,0.5530175691900133,0.351613750662284,-0.4041806279521644,-0.638104660560319
1592167934.2994,0.6469836628731499,-0.01332944724440625,-0.0010825226095401794,0.5529614589418899,0.3517913903278423,-0.4044201910029509,-0.6379030719895907
1592167934.3094,0.6469505367860201,-0.013382339114560503,-0.0010611472324080847,0.5525641191866326,0.35216544575773073,-0.40466879483467255,-0.6378837535057219
1592167934.3194,0.6468882605822359,-0.013449814598970145,-0.0010350971787680525,0.5521018029568625,0.3525982059996438,-0.40485931079211734,-0.6379237787729451
1592167934.3294,0.6467654238155096,-0.013540390190670059,-0.0010006977721033102,0.5517627744512564,0.35287929687436015,-0.4051284398138668,-0.6378907197627967
1592167934.3394,0.6465975007768232,-0.013639336236413804,-0.0009646456796193062,0.5513741145317902,0.353077306096469,-0.4054708104510897,-0.6378998137978261
1592167934.3494,0.6463986577396762,-0.013731531536765474,-0.0009334894877448424,0.5509466416153557,0.35327136938088405,-0.40581031633562376,-0.6379465245285953
1592167934.3594,0.6461679728152276,-0.013812637714927512,-0.0009072292027879564,0.5505042217706867,0.3534184325422654,-0.4061178521528756,-0.6380508780161861
1592167934.3694,0.6459022871272513,-0.013879802192973394,-0.0008878897566520264,0.5500259170911909,0.3535137451188324,-0.4064442580361664,-0.6382023799943167
1592167934.3794,0.6455799589824833,-0.013926601026263506,-0.0008777788393406838,0.5495074173733,0.353559831740989,-0.4067925245937343,-0.6384018802198886
1592167934.3894,0.645164276689754,-0.013941246331336202,-0.0008856764497701306,0.5491709011230314,0.35318300070781555,-0.40702311739724156,-0.638753433256236
1592167934.3994,0.6446975582310799,-0.013916829357749693,-0.0009104950459127626,0.5488782469721353,0.3525654234854072,-0.4071729533946384,-0.6392499207346042
1592167934.4094,0.6441844530899953,-0.013866622283888661,-0.00094711765207835,0.5486081764354516,0.35186229711851547,-0.40724698762006184,-0.6398218174172453
1592167934.4194,0.643634752397334,-0.013807298999232314,-0.0009896491296018336,0.5483395857707019,0.35114667876532796,-0.40725744164493843,-0.6404375942983214
1592167934.4294,0.6430426901931322,-0.013751988505325472,-0.001034089655526602,0.5480494114917398,0.35048505746603587,-0.40721106666617757,-0.641078305752473
1592167934.4394,0.6424131152377004,-0.013712675997427367,-0.0010726791459810567,0.5477505325427621,0.34993313681285676,-0.4071483831356905,-0.6416745454816779
1592167934.4494,0.6417484866899674,-0.013696155225218911,-0.0011010686486865504,0.5474286598192639,0.34952677175621666,-0.40707579405394034,-0.6422163550458851
1592167934.4594,0.6410457710393958,-0.013704359996099747,-0.0011183781796907702,0.5470469891678504,0.3492324909569577,-0.40702462182030924,-0.6427344508165485
1592167934.4694,0.6402924969787409,-0.013737888144901327,-0.0011246296606291116,0.5466174880533716,0.3489750406329769,-0.4070532211992393,-0.6432212153403373
1592167934.4794,0.639492088813423,-0.013796231264879385,-0.00111761761048013,0.546199507290324,0.34878341132576157,-0.40715216423655864,-0.6436176017861567
1592167934.4894,0.6387323837166283,-0.013872553718855329,-0.0010992033776899154,0.5457749376578461,0.34862484171786684,-0.4073415989934859,-0.6439437120009884
1592167934.4994,0.6378615223944248,-0.013973033300539252,-0.0010708476284173566,0.5454236027553367,0.34846498889982025,-0.4075784941153471,-0.644177772958093
1592167934.5094,0.6368820178796968,-0.014120679906882597,-0.0010274536560484042,0.5448933730603729,0.34853195509422963,-0.4079046718453975,-0.6443834755317436
1592167934.5194,0.6358071476016143,-0.014310512023494312,-0.0009663178537097786,0.5443908908916134,0.3486538298772041,-0.40839756853177345,-0.6444313603844087
1592167934.5293999,0.6346335040079156,-0.014512427535110114,-0.0009001270170401524,0.5440581878609326,0.3487947674314961,-0.40887913234629536,-0.6443295205773673
1592167934.5393999,0.6333905053799818,-0.014720140612272833,-0.0008331879591747236,0.5436938771428154,0.34898943020411305,-0.4093378095918934,-0.6442403759183495
1592167934.5493999,0.632091715953653,-0.014917809047359027,-0.0007706471481150885,0.5434467426244356,0.34919540747390526,-0.40972741730799117,-0.6440904911493227
1592167934.5593998,0.6307119362936264,-0.01509253890358606,-0.0007176499957330796,0.5433064462841277,0.34930785370733847,-0.4100485092790135,-0.6439435259215011
1592167934.5693998,0.628974505164638,-0.01526396155878387,-0.0006704311980205379,0.543139998887381,0.3493509415037115,-0.41024254930321663,-0.6439362947066807
1592167934.5793998,0.6271568471893396,-0.015391017904636168,-0.0006456719668873731,0.5429107653668861,0.34937366996291336,-0.4102569005880792,-0.6441083340450348
1592167934.5893998,0.6252537808435749,-0.015468679074895113,-0.0006432716299580457,0.5425889562334335,0.3492148762554824,-0.4101453483369685,-0.644536710771
1592167934.5993998,0.6232643938349142,-0.015494944492545449,-0.0006651585927272795,0.5422253189170908,0.34899251715799995,-0.40983639821345447,-0.645159227362
1592167934.6093998,0.6211928128674458,-0.015468361889440552,-0.0007095476381993042,0.5417970169727901,0.3485683969567027,-0.40940819791751043,-0.6460195860705071
1592167934.6193998,0.6190421909684481,-0.015400731052479636,-0.0007764021054034141,0.5413826996483592,0.3479305350863557,-0.40890058473582525,-0.6470310080721936
1592167934.6293998,0.6168069532398224,-0.015308346688030255,-0.0008522808159754226,0.5410965758880776,0.3471419349069282,-0.40839529122148965,-0.6480123936743629
1592167934.6393998,0.6144878309922803,-0.015223087631203506,-0.000924525513477019,0.5409232774531871,0.34636365002267405,-0.4079329929255197,-0.6488634886354835
1592167934.6493998,0.6120899523952605,-0.015168820727546547,-0.0009816664128995344,0.5407662314719706,0.34556218345961115,-0.40765010363773274,-0.6495996376485861
1592167934.6593997,0.609611207775129,-0.015163074566018776,-0.0010123033710344163,0.5407253084779937,0.3448668191959894,-0.40754062716990613,-0.6500723861126007
1592167934.6693997,0.6073337116190558,-0.015206952633042583,-0.0010171802631056223,0.5407165407893169,0.344407005254167,-0.40752288420968996,-0.6503342526370153
1592167934.6793997,0.6052265663333052,-0.015278954798653457,-0.001007237723284083,0.5406853634675644,0.3442336149561249,-0.40746736346756435,-0.650486941033377
