time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z
1589985658.4585106,-3.85,-0.44,9.07,0.2644444444444444,-0.38666666666666666,-0.6133333333333333,0.014180800172453925,-0.014180800172453925,-0.001090830782496456
1589985658.4685106,-3.8,-0.3887299990856725,9.085554996799853,0.2644444444444444,-0.4,-0.5822222222222222,0.023184517650654993,-0.030006573563863152,-0.0012986341961685201
1589985658.4785106,-3.7879566714061212,-0.3659855571353738,8.983870014218363,0.2644444444444444,-0.4,-0.5822222222222222,0.025957046207019142,-0.03861698517250672,-0.004363323129985824
1589985658.4885106,-3.7729291055761642,-0.3658582111523288,8.938787316728494,0.2644444444444444,-0.4,-0.5822222222222222,0.021442150392792316,-0.03703329720050892,-0.004043807277219609
1589985658.4985106,-3.7871236687331105,-0.3906855030996662,8.992056509299,0.2644444444444444,-0.4,-0.5822222222222222,0.014494559241111905,-0.02930287755088179,-0.002883956490570129
1589985658.5085106,-3.7912888794205366,-0.40419258628035787,9.044192586280358,0.26638024901765844,-0.4,-0.5828674904132936,0.014040205237769146,-0.023505381584399025,-0.003131897412804588
1589985658.5185106,-3.7572735554695154,-0.3815157036463434,9.013031407292686,0.27111111111111114,-0.4,-0.5844444444444444,0.015899715155927287,-0.01824671434037755,-0.0031404210048845173
1589985658.5285106,-3.759366054527945,-0.37,8.978933683126888,0.27111111111111114,-0.4,-0.5844444444444444,0.012253761181437955,-0.012741018009231924,0.0003017869773512428
1589985658.5385106,-3.8081159299970113,-0.37,8.95107661143028,0.27111111111111114,-0.4,-0.5844444444444444,0.004656923352219868,-0.003624812614170223,0.0010614707602730515
1589985658.5485106,-3.7957653403335567,-0.3815306806671137,9.024234659666442,0.27111111111111114,-0.4,-0.5844444444444444,-0.004825252841741061,0.012166109966446997,-0.0008598659266188376
1589985658.5585105,-3.7837975261438372,-0.3575950522876749,9.036202473856163,0.27111111111111114,-0.4,-0.5844444444444444,-0.006130738853475438,0.009555137942978242,-0.00020712292075164888
1589985658.5685105,-3.8008618115286743,-0.38258543458602345,9.078276376942652,0.27111111111111114,-0.4066666666666667,-0.5988888888888889,-0.0034605104563270573,0.0034605104563270573,-9.400905441884454e-05
1589985658.5785105,-3.8096824462156422,-0.40904733864692644,9.060635107568716,0.27111111111111114,-0.4066666666666667,-0.5988888888888889,-0.005384874423867123,0.005384874423867123,-0.0010561910381888778
1589985658.5885105,-3.7973073311539265,-0.4080780065382208,8.980770675384294,0.27111111111111114,-0.4066666666666667,-0.5988888888888889,-0.005076361662795594,0.0033980816674258813,0.0002937246064366283
1589985658.5985105,-3.7900139111080198,-0.4299582666759407,9.00994435556792,0.27111111111111114,-0.4066666666666667,-0.5988888888888889,-0.001098418114919746,-0.002171039299600306,0.0010893133160117978
1589985658.6085105,-3.781109585335913,-0.37110958533591326,9.032219170671826,0.2696316639965601,-0.40531050681166153,-0.5995053251866185,0.0027868464851033502,-0.007635815477475192,-0.00012103698402208766
1589985658.6185105,-3.7898362565799055,-0.37983625657990555,9.049672513159813,0.2579961023379037,-0.3946445752912265,-0.6043534758777253,0.007546507295940049,-0.007635815477475192,-0.0010729691461894275
1589985658.6285105,-3.7972181020130162,-0.395563795973967,9.036617224156197,0.2577777777777778,-0.3944444444444444,-0.6044444444444445,0.008726646259971648,-0.005273697117375783,0.0
1589985658.6385105,-3.7830019620667104,-0.40066928275561364,8.954665358622194,0.2577777777777778,-0.3944444444444444,-0.6044444444444445,0.010253381298913712,-0.008908094676593578,0.0005089116796473547
1589985658.6485105,-3.757348682694523,-0.37,8.97795395191643,0.2577777777777778,-0.3944444444444444,-0.6044444444444445,0.015271630954950384,-0.011643900124467747,0.0018924477118949672
1589985658.6585104,-3.7534097447795824,-0.36886341840680587,9.003409744779582,0.25992465412047777,-0.39507587866288557,-0.6044444444444445,0.013659867309672866,-0.006519979107667681,0.001090830782496456
1589985658.6685104,-3.7892622874663195,-0.3692622874663198,9.042349716621759,0.2766666666666667,-0.4,-0.6044444444444445,-0.002277031979034459,0.005212738050370735,0.001090830782496456
1589985658.6785104,-3.8069600259506937,-0.39,9.051760155704162,0.2766666666666667,-0.4,-0.6044444444444445,-0.008491038134078612,0.01034108997197415,0.0007592210553990829
1589985658.6885104,-3.790285556246975,-0.39,9.006761852082326,0.2766666666666667,-0.4,-0.6044444444444445,-0.0026283367709809395,0.0012465775546637217,-0.0003532271426876675
1589985658.6985104,-3.768250440721256,-0.388250440721256,9.001749559278744,0.2766666666666667,-0.4,-0.6044444444444445,0.004990118152840043,-0.01172595015952441,-0.0007091361590851949
1589985658.7085104,-3.7624283394178315,-0.3824283394178315,9.007571660582169,0.2766666666666667,-0.4,-0.6044444444444445,0.010705952741369349,-0.018076877480112524,0.0005610493050324284
1589985658.7185104,-3.7507575499061594,-0.38030301996246374,9.039848490018768,0.27111111111111114,-0.4066666666666667,-0.59,0.010792617598996329,-0.017205384892868516,-3.305435027663719e-05
