time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z
1592167808.8395197,-0.04,8.899214141653815,3.810392929173093,-0.43555555555555553,-0.4011111111111111,-0.14333333333333334,0.016043145582181475,-0.014885873641334839,0.012170586302401257
1592167808.8495197,-0.041049933205762355,8.881312416507203,3.818687583492797,-0.43555555555555553,-0.4011111111111111,-0.14333333333333334,0.035822824608215204,-0.005282358993420665,0.016505624169998182
1592167808.8595197,-0.07133696790266095,8.919171209878327,3.780828790121674,-0.43555555555555553,-0.4011111111111111,-0.14333333333333334,0.06225324841454735,-0.0003266545297333865,0.020635377889737582
1592167808.8695197,-0.2,8.99,3.67,-0.41555555555555557,-0.41555555555555557,-0.1288888888888889,0.09053895494720585,-0.001090830782496456,0.02617993877991494
1592167808.8795197,-0.3388257065948856,8.998166218034994,3.6046702557200536,-0.41555555555555557,-0.41555555555555557,-0.1288888888888889,0.09232054734903551,-0.014452773796219025,0.02261675397625559
1592167808.8895197,-0.4045687403250774,9.023620839783282,3.4202590460526316,-0.41555555555555557,-0.41555555555555557,-0.1288888888888889,0.083730655352621,-0.0465672663795974,-0.006968214585217359
1592167808.8995197,-0.32,9.08,3.58,-0.41555555555555557,-0.41555555555555557,-0.1288888888888889,0.07963064712224129,-0.07526732399225547,-0.030543261909900768
1592167808.9095197,-0.23284104750304507,9.030194884287454,3.6173538367844094,-0.41555555555555557,-0.41555555555555557,-0.1288888888888889,0.0619737372851024,-0.09496156957983345,-0.01152812823913581
1592167808.9195197,-0.1,8.931441962411975,3.620720981205988,-0.42777777777777776,-0.42777777777777776,-0.13666666666666666,0.02450948173543254,-0.12298861444951693,-0.010014094165741377
1592167808.9295197,-0.10209643423654419,8.970917189978488,3.63803459290324,-0.42777777777777776,-0.42777777777777776,-0.13666666666666666,0.038307712981052934,-0.11548513450720546,-0.015243045267466612
1592167808.9395196,-0.2479185589187545,9.034714369526954,3.501326351013668,-0.42777777777777776,-0.42777777777777776,-0.13666666666666666,0.04725524648949994,-0.10554343060893101,-0.013254704487811719
1592167808.9495196,-0.42685719793724997,9.021460311340306,3.5456190659790834,-0.42777777777777776,-0.42777777777777776,-0.13666666666666666,0.030806440805133176,-0.09764147303889646,-0.011067603081167955
