time,time,time,time,q,p1,p2,p3
1591692877.2375329,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.2475328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.2575328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.2675328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.2775328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.2875328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.2975328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3075328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3175328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3275328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3375328,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3475327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3575327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3675327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3775327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3875327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.3975327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.4075327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.4175327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.4275327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.4375327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
1591692877.4475327,0.0,0.0,0.0,0.81146240234375,-0.0118408203125,0.08319091796875,-0.57830810546875
