time,x,y,z,q,x,y,z
1592167872.0894594,-0.05343671075437754,-0.00855103351151265,0.012850888995812956,0.5286129952966607,0.34668192646529017,-0.425966322358875,-0.6472498388205625
1592167872.0994594,-0.05343560070753225,-0.008551628406934263,0.012850889268665145,0.528585532512109,0.34673882551063145,-0.4258773637923813,-0.6473008255106315
1592167872.1094594,-0.05343342930743725,-0.008551990102007837,0.012849889564629317,0.5285754064677771,0.3467551870644458,-0.4257658583770238,-0.6473729868974158
1592167872.1194594,-0.05342734720186216,-0.008553097737303958,0.012847207276948233,0.528565267421189,0.3467229112571074,-0.4256515056589176,-0.6474741774857852
1592167872.1294594,-0.05341461981493767,-0.008553185215395769,0.01284244490925547,0.528570262192972,0.34659935826772015,-0.4254769985309728,-0.6476505548242982
1592167872.1394594,-0.05338855432799141,-0.008551480006138106,0.012832975813688273,0.5285896700030414,0.3464592374885951,-0.42520742347582163,-0.6478865045193123
1592167872.1494594,-0.05335555813671869,-0.008546908626071471,0.012822349971640695,0.5286660864219652,0.3462759201591522,-0.42490510616531796,-0.6481211695533718
1592167872.1594594,-0.05332270299594309,-0.008542153767756118,0.012811507563085278,0.5287895903470814,0.3460262257677662,-0.424529320901332,-0.6484002089151336
1592167872.1694593,-0.053299593504005816,-0.008540342569222028,0.012803781463327873,0.5289887753496123,0.3457817595164694,-0.4240804570277244,-0.6486618839061429
1592167872.1794593,-0.05329032556041338,-0.008539906616226068,0.01280122504376127,0.5291822775380024,0.34560216991415194,-0.42369885209891867,-0.6488488502244635
1592167872.1894593,-0.05328726302856728,-0.008542088347737571,0.012800251980801014,0.5293061309943543,0.3455662997531718,-0.42340978586037786,-0.6489546574400533
1592167872.1994593,-0.053286174854085794,-0.008544470535366623,0.012800900136989686,0.529406949178412,0.3456115146742238,-0.4232921839659929,-0.6489251574788083
1592167872.2094593,-0.053282766752250056,-0.008551675234199604,0.012800313285630086,0.5297148924150801,0.34546835741107507,-0.42358528517784994,-0.6485596434233807
1592167872.2194593,-0.05325522325324118,-0.00858765310320711,0.012796099332243226,0.5300086482808077,0.3453158041496559,-0.42378715586884813,-0.6482686204452668
1592167872.2294593,-0.053132119928229686,-0.00870912612282131,0.012771217636303468,0.5302343192615827,0.3452877340095361,-0.4234090635967255,-0.6483459788010916
1592167872.2394593,-0.0529089751674568,-0.008886971306946956,0.012720868470494447,0.5304978610292022,0.345118346447714,-0.4228688764931309,-0.648572705421515
1592167872.2494593,-0.05261869183861166,-0.00908733483915415,0.012644556751951112,0.5309181031689127,0.34480683404216234,-0.4221760431536667,-0.6488456453055639
1592167872.2594593,-0.05228667883486064,-0.009303716090955422,0.012547195728956484,0.5314955512471959,0.34443027853622327,-0.42136524407903253,-0.6491006423382428
