time,x,y,z,q,x,y,z
1592167856.4894743,0.1911993460590119,-0.6505804687868848,0.00548646554361716,0.5422829548174505,0.33936517842292535,-0.39957292715517523,-0.6565835929005993
1592167856.4994743,0.19119905682194743,-0.6505795115294349,0.0054864652347244545,0.5423669569279977,0.3394164775666655,-0.39961097666933215,-0.6564650610186699
1592167856.5094743,0.19119905673499862,-0.6505795112330216,0.005487465234676743,0.5424762926433646,0.33946620930508586,-0.39965313759816434,-0.6563229709216067
1592167856.5194743,0.19119905673499862,-0.6505795112330216,0.005487465234676743,0.5426218413981969,0.3395212309107077,-0.3996321229071508,-0.6561859792089415
1592167856.5294743,0.19119893678672648,-0.6505791142615063,0.005486465106532017,0.5427886905468671,0.3395879203052281,-0.39957009495548756,-0.6560518194149794
1592167856.5394742,0.19119711934517436,-0.6505765566380063,0.005486464190393897,0.5429782321185179,0.33967772623675724,-0.3995651101774983,-0.6558515458459825
1592167856.5494742,0.191195911716716,-0.6505738147583808,0.005486463272662318,0.5432010142700208,0.3397537035349622,-0.3995138446324707,-0.6556590596835237
1592167856.5594742,0.19119392430861115,-0.6505706046423881,0.0054861252142888615,0.5434223780735055,0.3398080756147011,-0.3994566090554658,-0.655482349805062
1592167856.5694742,0.19119023199539584,-0.6505652093557234,0.0054854602280133965,0.5436122928031417,0.3398694363969854,-0.399439420009171,-0.6553039762777627
1592167856.5794742,0.1911856430839299,-0.6505577899869435,0.005485457629813072,0.5438062129938396,0.33990995203145613,-0.3994966642201929,-0.6550867674967018
1592167856.5894742,0.19117776066788783,-0.650546226073535,0.005485453516748105,0.5440048461784402,0.3399049205492104,-0.39960266457663557,-0.6548601538215597
1592167856.5994742,0.1911673155063968,-0.6505328965218283,0.005485448657496727,0.5442394764467369,0.339839530878204,-0.3997498400647154,-0.654608592634612
1592167856.6094742,0.19115527451287187,-0.650520280258607,0.005485443870917898,0.5444313749091423,0.33978111624526225,-0.39992872364492904,-0.654370523467111
1592167856.6194742,0.19114676075151898,-0.6505119040779289,0.005486440647892469,0.5444057759482249,0.33987904286323406,-0.4000633748244028,-0.6542582185305035
1592167856.6294742,0.19113604383796573,-0.6505018473796315,0.00548772216941485,0.5441817292690431,0.3401181231127564,-0.40008899901978223,-0.6543054271711175
1592167856.6394742,0.19111353327084363,-0.650476823654597,0.005490660746705662,0.5439912642436913,0.3403421182732047,-0.4001703694583557,-0.6542966661399329
