time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z
1589987595.0330002,-3.85,-0.81,8.89,0.28,-0.38666666666666666,-0.65,-0.003272492347489368,-0.001090830782496456,0.001090830782496456
1589987595.0430002,-3.822998229844364,-0.7985008850778179,8.975996459688728,0.28,-0.38666666666666666,-0.65,-0.004800041631035866,-0.0020181334946313086,-0.002181661564992912
1589987595.0530002,-3.8370001812579297,-0.79,9.01599963748414,0.28,-0.38600004027954,-0.6465002114675851,-0.0007636013199204845,-0.0009272160512084702,-0.0025088910275688834
1589987595.0630002,-3.8224426751592357,-0.79,9.037786624203822,0.28,-0.38222222222222224,-0.6266666666666667,0.001090830782496456,0.00026645452553337,-0.0032975050278523437
1589987595.0730002,-3.8298635881104035,-0.79,9.000682059447984,0.28,-0.38222222222222224,-0.6266666666666667,0.001090830782496456,0.0010759505536694076,-5.952091530819336e-05
1589987595.0830002,-3.817311811146721,-0.8024372703822403,8.93,0.28,-0.38222222222222224,-0.6266666666666667,0.0016773026125606024,0.001384066697528529,0.0005317299116429218
1589987595.0930002,-3.8369833502696786,-0.808994450089893,8.93,0.28,-0.38222222222222224,-0.6266666666666667,-0.0026143614703205533,-0.0007617653439120488,0.00196228460593664
1589987595.1030002,-3.8363630600777983,-0.7718184699611007,9.0,0.28242462661480094,-0.38303043109382257,-0.6292933454993677,-0.004065949551734881,0.0023800258660542904,0.0026773994443052332
1589987595.1130002,-3.8234088964927286,-0.7765911035072712,9.00340889649273,0.2933333333333333,-0.38666666666666666,-0.6411111111111111,-0.007263962554613911,0.00401619819321193,0.0
1589987595.1230001,-3.840780993244477,-0.7735936644148257,8.974063355851744,0.2933333333333333,-0.38666666666666666,-0.6411111111111111,-0.005368960765282561,0.00545415391248228,-0.0007840159531307831
1589987595.1330001,-3.8632134253682944,-0.7864268507365886,8.93249397757806,0.2933333333333333,-0.38666666666666666,-0.6411111111111111,-0.0029219620165903287,0.00545415391248228,-0.001480600903194833
1589987595.1430001,-3.8613632404924947,-0.7956816202462474,8.98,0.2933333333333333,-0.38666666666666666,-0.6411111111111111,-0.0019461304866977705,0.00545415391248228,0.0
1589987595.153,-3.832713161085401,-0.7813565805427005,8.98,0.2933333333333333,-0.38666666666666666,-0.6411111111111111,-0.0011648207732421298,0.00545415391248228,0.0
1589987595.163,-3.8468731483310292,-0.786253703337942,8.991238889986175,0.2855555555555556,-0.38666666666666666,-0.6411111111111111,0.002522748170274307,0.0,0.001090830782496456
1589987595.173,-3.8433632201449828,-0.8067264402899657,8.933183899275086,0.2855555555555556,-0.38666666666666666,-0.6411111111111111,0.0036393627537353148,-0.0014674816249837862,0.0003570899700045629
1589987595.183,-3.840326096892139,-0.82,8.912898537477147,0.2855555555555556,-0.38666666666666666,-0.6411111111111111,0.004363323129985824,-0.003308064000291526,-0.0007390777392650234
1589987595.193,-3.825063357175217,-0.8183122142749275,8.94675114290029,0.2855555555555556,-0.38666666666666666,-0.6411111111111111,0.003626887680718986,-0.001090830782496456,0.0
1589987595.203,-3.8423378317156547,-0.8125540560947818,8.969783775620874,0.2855555555555556,-0.38666666666666666,-0.6411111111111111,0.0011144172033642629,-0.001090830782496456,0.0
1589987595.213,-3.8212325896708985,-0.7908217264472658,9.04712395743457,0.299406530899197,-0.38666666666666666,-0.6347183532601998,-0.004184050229292047,0.0010011943321495676,-0.0010460125573230118
1589987595.223,-3.844369382774835,-0.8224925103664464,9.025630617225165,0.3,-0.38666666666666666,-0.6344444444444445,-0.002591131604570575,-0.0015674565056264173,0.0015674565056264173
1589987595.233,-3.8411427920821066,-0.82,8.94342837624632,0.3,-0.38666666666666666,-0.6344444444444445,-0.001215490060611973,0.00134014933872749,-0.000841512226265422
1589987595.243,-3.8479648997251186,-0.82,8.963894699175356,0.3,-0.38666666666666666,-0.6344444444444445,-0.0019596665624621195,0.0028285023424277833,0.0006468407774348709
1589987595.253,-3.830611350835008,-0.8103056754175039,8.979694324582496,0.3,-0.38666666666666666,-0.6344444444444445,-0.0011241747979830238,0.00010003204645970317,-0.0010241427515233204
